Unnamed: 0,title,body,date,language,predicted_score
4999,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
5000,Booking Hazlitt’s was really easy and…,booking hazlitt really easy cancellation pay later options perfect business trip city,"Date of experience: December 26, 2024",en,4
5001,I made an error on my booking,made error booking wanted amend check date customer service agreed god knows many phone calls emails received approval change day travel got email unfortunately hotelsone capability amend dates end book different hotel,"Date of experience: December 26, 2024",en,0
5002,Good booking experience,website easy use information looking comparing different hotels one stood partly better idea exactly offered,"Date of experience: December 19, 2024",en,4
5003,Good clear information,website clear informative booking easy,"Date of experience: December 26, 2024",en,4
5004,Almare Motel booking.,checked accommodation balling either booked budgetalmare motel came top offered free cancellation days chosen datetheir rate also reasonableand online booking process breeze especially two old fart,"Date of experience: December 04, 2024",en,3
5005,Your website was easy to navigate and…,website easy navigate clearly see booking finalize,"Date of experience: December 20, 2024",en,4
5006,The procedure is simple.,information hotel detailed clear,"Date of experience: December 23, 2024",en,4
5007,I've stayed at Brentwood several times…,live stayed brentwood several times see reason change easy book room,"Date of experience: December 09, 2024",en,4
5008,Very easy to navigate and understand the,easy navigate sight beautiful cant wait visit see renovations,"Date of experience: December 17, 2024",en,4
5009,Quiet and Holiday Decorated at…,quiet holiday decorated christmas visiting overnight area lake frozen snowy restaurant lovely good food convenient,"Date of experience: December 24, 2023",en,4
5010,Website very easy to use,website easy use fields clear information needed green check marks gave confidence things files correctly,"Date of experience: December 08, 2024",en,4
5011,"bemidji, mn",first time experience hotel however ease able book able confirm registration a,"Date of experience: December 15, 2024",en,4
5012,It was fine except for the feeling of…,fine except feeling rushed done like popups warning people bookingnot classy,"Date of experience: December 14, 2024",en,3
5013,Booking was quick and easy with very…,booking quick easy clear instructions stayed love,"Date of experience: December 17, 2024",en,4
5014,Very user friendly website.,user friendly website quick trip personal business seeing family great location,"Date of experience: December 08, 2024",en,4
5015,I did not like the fact that I was…,like fact shown price hotel room finalised booking extra wish added taxes,"Date of experience: December 19, 2024",en,3
5016,Difficult to use and get answers,able first attempt enter promo code discounted rate site never let proceed payment third attempt successful never gave option enter promo code room substantially expensive originally quoted,"Date of experience: December 15, 2024",en,0
